"group","title","link","location","experience","description","requirements","benefits","work_location_detail","working_time","deadline","salary_raw","salary_normalized","currency_unit","skills"
"Javascript","Chuyên Viên Lập Trình","https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-fullstack/1843128.html?ta_source=ITJobs_LinkDetail","Hà Nội","3","Tiếp nhận yêu cầu, hạng mục triển khai từ trưởng nhóm
Xây dựng các chức năng Frontend, Backend của website, web application
Triển khai giao diện HTML/CSS/Javascript theo yêu cầu trên hệ thống
Điều chỉnh, nâng cấp Frontend, Backend khi có yêu cầu từ trưởng nhóm","Trình độ học vấn: Tốt nghiệp ngành CNTT, điện tử viễn thông, an toàn thông tin hoặc các chuyên ngành tương đương Kinh nghiệm: Ít nhất 3 năm kinh nghiệm lập trình Nodejs Kiến thức: Kiến thức cơ bản về HTML/CSS/DOM và các css Framework như tailwinds, bootstrap… Kiến thức cơ bản về Javascript/Typescript Kiến thức cơ bản về JS Framework ReactJs, NextJs cùng các thư viện hỗ trợ ReactJs Kiến thức về thiết kế website Responsive, Mobile Kiến thức về Git và quản lý source Kiến thức về web service, RESTFul API Khả năng làm việc độc lập và làm việc nhóm Khả năng phân tích, tư duy logic, sáng tạo Khả năng quản lý thời gian hiệu quả Khả năng quản lý cảm xúc","Chế độ đãi ngộ
Mức lương: cạnh tranh hấp dẫn (sẵn sàng offer cao khi đủ năng lực) + Phụ cấp (Ăn ca: 700.000 VNĐ/tháng; Gửi xe: 120.000 VNĐ/tháng; trợ cấp máy tính cá nhân (nếu có): 300.000 VNĐ/tháng).
Chính sách thưởng: Thưởng Lễ, Tết, sinh nhật + thưởng dự án + thưởng thâm niên + Lương tháng 13 + các thưởng khác theo quy định Công ty tại thời điểm hiện hành.
Làm việc trong môi trường trẻ trung, năng động, coi trọng năng lực và khả năng sáng tạo
Thường xuyên tổ chức các hoạt động mini game, chương trình các ngày Lễ, Tết, sinh nhật, tham gia hoạt động Teambuilding của công ty...
Đào tạo – Phát triển
Cơ hội tiếp cận và học hỏi công nghệ tiên tiến, công nghệ mới
Được công ty tạo điều kiện và hỗ trợ khi tham gia các khóa đào tạo, phát triển năng lực.
Có cơ hội làm những việc thách thức, phát huy hết khả năng bản thân.
Tham gia các sản phẩm công nghệ mới theo kế hoạch phát triển của công ty.
Chăm sóc sức khỏe, đời sống
Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật bảo hiểm.
Được tặng quà, thăm hỏi nhân các dịp: sinh nhật, cưới hỏi, hiếu hỉ, ốm đau...
Có thể tham gia các câu lạc bộ thể thao: đá bóng, tập yoga, thể dục cải thiện sức khoẻ...","- Hà Nội: 97-99 Láng Hạ, Đống Đa","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Checkin linh hoạt từ 07.30-09.00 am","2025-10-18","20 - 40 triệu","30000000","VND","HTML, CSS, css, bootstrap, Javascript, Typescript, Git, RESTFul"
"Javascript","Full-Stack","https://www.topcv.vn/viec-lam/full-stack-software-engineer/1878285.html?ta_source=ITJobs_LinkDetail","TP. Hồ Chí Minh","4","Design, develop, and maintain back-end services using Java Spring
Build responsive, high-performance front-end applications using modern JavaScript/TypeScript frameworks (React, Angular, or Vue).
Design and implement RESTful APIs to integrate front-end and back end systems.
Collaborate with product managers, UX/UI designers, and paired engineers to deliver robust features.
Write clean, maintainable, and well-tested code following best practices.
Conduct code reviews, participate in design discussions, and mentor team members when needed.
Troubleshoot, debug, and optimize software for performance, scalability, and security.
Contribute to process and tooling improvements in an agile environment","1. Education Background: Bachelor’s degree in Computer Science, Software Engineering, or equivalent experience 2. Professional experience: Solid experience (04 years) in Java development Proficiency in front-end technologies: JavaScript/TypeScript, HTML5, CSS3, frameworks like React JS, Angular, or Vue. Strong understanding of software design principles, and microservices architecture. Experience with relational databases (PostgreSQL) and ORM tools (Hibernate). Familiarity with Git and agile development practices. 3. Soft Skills: Excellent problem-solving and analytical skills. Strong communication and collaboration abilities with both technical and non-technical stakeholders. Proactive mindset and willingness to take ownership of tasks. Strategic and creative thinking Strong problem-solving and analytical skills Excellent time management and prioritization skills Nice to Have: Experience with cloud platforms (AWS, Azure, GCP). Knowledge of CI/CD pipelines and DevOps tools. Familiarity with containerization (Docker) and orchestration (Kubernetes). Understanding of automated testing frameworks (JUnit, Selenium, Cypress). 4. Others: Strong technical English reading and writing skills High sense of responsibility and teamwork Willing to work outside business hours if required to meet deadlines","Income commensurate with skills and experience;
At least 12 days of annual leave per year;
Official employees get 1 day off in their birthday month;
Full participation in mandatory insurance as required by labor law;
Company-sponsored premium health insurance package upon signing labor contract;
Annual health check-ups.","- Hồ Chí Minh: 140 Nguyễn Văn Thủ, Phường Tân Định, Quận 1","Thứ 2 - Thứ 6 (từ 09:00 đến 18:00)","2025-10-17","Thoả thuận","","VND","Java, JavaScript, TypeScript, React, Angular, PostgreSQL, Git, agile, communication, AWS, Azure, GCP, CI/CD, Docker, Kubernetes, teamwork"
"Javascript","ReactJS","https://www.topcv.vn/viec-lam/reactjs-nodejs-developer/1824348.html?ta_source=ITJobs_LinkDetail","Không rõ","4","Collaborate with our diverse and talented team to deliver projects for clients across the globe.
Work within the Agile/Scrum/Kanban framework, actively participating in requirements analysis, planning, estimations, and continuous software development.
Contribute to the installation, ongoing maintenance, and production support of our software systems.
Uphold a commitment to excellence by ensuring high-quality code through the implementation of rigorous unit and integration testing.
Design and develop web applications and web services.
Collaborate with cross-functional teams to deliver software solutions.
Write clean, maintainable code following best practices.
Support and guide junior developers.
Showcase technical leadership by self-assigning tasks and implementing appropriate technical solutions and architecture.
Conduct thorough design and code reviews, mentoring the team in sound coding practices and logical approaches.
Implement solutions using Microservices Architecture, Web Services, Design Patterns, RDBMS and other data sources.","Bachelor's degree in Information Technology or related field. 4+ years of experience in React/Nodejs development for Intermediate level. In-depth knowledge of web services and RESTful APIs (Intermediate/Senior). Experience with advanced technologies (e.g., AWS, caching, LDAP/SSO/OAuth) (Senior). Experience in adopting AI tools or practices in software development. Ability to work independently and in a team. Passion for technology, willingness to learn, and a good attitude. Strong problem-solving skills. Proficient in English communication.","Work Environment: Fun, open, and family-like atmosphere. Visit our fan pageto know us more
Compensation: Excellent salary with 13th month bonus and quarterly bonuses available based on personal and corporate goals met.
Health Benefits: Yearly renewed health allowance or a comprehensive health insurance package, depending on your preference.
Professional Development: Training budget available for individual and team growth.
Work Schedule: 5-day work week (Mon-Fri) with no regular overtime expected.
Extra Paid Time Off: 11 public holidays, 1 Christmas day, and up to 5 days of Sick leave.","- Đà Nẵng: Hải Châu","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)
Thứ 2 - Thứ 6 (từ 09:00 đến 18:00)","2025-10-17","Thoả thuận","","VND","React, RESTful, AWS, AI, communication"
"Javascript","Frontend Engineer","https://www.topcv.vn/viec-lam/frontend-engineer-reactjs-angular/1786996.html?ta_source=ITJobs_LinkDetail","Hà Nội","2","Làm việc trực tiếp với Product Manager và Designer để xây dựng và thiết kế thế hệ sản phẩm tiếp theo.
Xây dựng và viết unit test cho các tính năng mới.
Kết hợp với các nhóm backend để thiết kế các điểm cuối API (API endpoints).
Làm việc với nhóm UX để cung cấp các chức năng quan trọng cho ứng dụng chủ lực của công ty.
Đóng vai trò là thành viên chủ chốt trong nhóm kỹ sư frontend
Duy trì tiêu chuẩn và thực hành mã hóa xuất sắc.
Thiết kế, phát triển, đánh giá, triển khai và quản lý mã ứng dụng ReactJS cho môi trường sản xuất.
Hiểu rõ yêu cầu kinh doanh và sử dụng hiểu biết này để phát triển ứng dụng phù hợp.
Làm việc với nhóm triển khai để đạt hiệu quả cao thông qua việc phát triển ứng dụng sử dụng các quy trình và công cụ CI/CD và DevOps.","Từ 2 - 3 năm kinh nghiệm trong phát triển phần mềm. Ưu tiên có kinh nghiệm trong lĩnh vực Tài chính/Fintech/Ngân hàng Từng có kinh nghiệm làm việc với vai trò là lập trình viên ReactJS hoặc Angular Thành thạo Javascript/Typescript (ES6), ReactJS/Angular. Kiến thức vững về phát triển ứng dụng dựa trên REST API. Có kinh nghiệm trong phát triển web (HTML5, CSS3, JSON), bao gồm cả khả năng truy cập (accessibility), SEO và các vấn đề bảo mật là một lợi thế. Có kinh nghiệm sử dụng thư viện truy xuất dữ liệu hiện đại. Thành thạo với framework CSS dạng utility-first như Tailwind và CSS module. Kinh nghiệm sử dụng công cụ và quy trình build frontend hiện đại (ví dụ: Git, Webpack, Gulp, NPM). Kiến thức về các framework kiểm thử như Jest, React Testing Library, MSW, faker,… Kỹ năng phân tích và giải quyết vấn đề xuất sắc (bắt buộc). Có kinh nghiệm với clean code, SOLID và các mẫu thiết kế phần mềm (Design Patterns) như Prototype, Container/Presentational, Observer, Module, Higher-Order Component, Render Props… Có kinh nghiệm làm việc trong môi trường phát triển Agile/Scrum (bắt buộc). Có kinh nghiệm làm việc với kiến trúc monorepo và micro frontend là một điểm cộng.","Phụ cấp vé gửi xe,...
Môi trường làm việc thân thiện, năng động, cởi mở;
Thưởng lương tháng 13; các ngày Lễ, Tết trong năm; có nhiều cơ hội tăng thêm thu nhập;
Chế độ nghỉ phép 12 ngày/năm; được tham gia BHXH theo quy định
Công ty có lò vi sóng, tủ lạnh phục vụ các nhân viên ăn uống;
Nghỉ mát, liên hoan, hội họp, tất niên","- Hà Nội: số 8 ngõ 30 Nguyễn Thị Định, Trung Hoà, Cầu Giấy","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
Hoặc theo quy định làm việc của bên đối tác","2025-10-17","10 - 20 triệu","15000000","VND","Angular, Javascript, Typescript, Angular, CSS, CSS, Git, React, Agile, Scrum"
"Javascript","NodeJS Developer","https://www.topcv.vn/viec-lam/nodejs-developer/1794897.html?ta_source=ITJobs_LinkDetail","Hà Nội","2","Phát triển và tối ưu các dịch vụ backend với Node.js (NestJS/ExpressJS)
Thiết kế, triển khai RESTful APIs cho frontend và tích hợp hệ thống
Làm việc với PostgreSQL/MySQL, Redis, sử dụng Docker trong phát triển & triển khai
Tham gia xây dựng hệ thống theo kiến trúc Microservice (nếu có)
Phối hợp team FE, QA, DevOps trong mô hình Agile/Scrum
Tự tìm hiểu và xử lý các vấn đề kỹ thuật trong quá trình phát triển
Đảm bảo chất lượng mã nguồn (code clean, dễ test, dễ bảo trì)","Từ 2 năm kinh nghiệm với Nodejs Thành thạo xây dựng REST APIs Có kinh nghiệm với PostgreSQL hoặc MySQL, Redis Có kinh nghiệm sử dụng Docker để container hóa ứng dụng Đã từng làm trong hệ thống theo mô hình Microservice là 1 lợi thế Có kinh nghiệm với các framework như NestJS, ExpressJS Có hiểu biết hoặc kinh nghiệm CI/CD là một lợi thế Có khả năng tự học, tự nghiên cứu, giải quyết vấn đề độc lập Kỹ năng làm việc nhóm và giao tiếp tốt Ưu tiên ứng viên đã từng tham gia dự án tài chính, ngân hàng","Phụ cấp vé gửi xe,...
Môi trường làm việc thân thiện, năng động, cởi mở;
Thưởng lương tháng 13; các ngày Lễ, Tết trong năm; có nhiều cơ hội tăng thêm thu nhập;
Chế độ nghỉ phép 12 ngày/năm; được tham gia BHXH theo quy định
Công ty có lò vi sóng, tủ lạnh phục vụ các nhân viên ăn uống;
Nghỉ mát, liên hoan, hội họp, tất niên","- Hà Nội: số 8 ngõ 30 Nguyễn Thị Định, Trung Hoà, Cầu Giấy","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)
Hoặc theo quy định làm việc của bên đối tác","2025-10-17","10 - 20 triệu","15000000","VND","PostgreSQL, MySQL, Redis, Docker, Microservice, NestJS, CI/CD"
"Javascript","Thực Tập Sinh","https://www.topcv.vn/viec-lam/thuc-tap-sinh-dev/1470408.html?ta_source=ITJobs_LinkDetail","TP. Hồ Chí Minh","0","Phát triển dự án theo yêu cầu khách hàng
Làm việc theo sự phân công của quản lý
Tìm hiểu và áp dụng quy trình làm việc của công ty
Tuân thủ các quy định và chính sách công ty
Nghiên cứu các công nghệ đáp ứng yêu cầu dự án
Báo cáo công việc cho quản lý","Vị trí Develop: Sinh viên năm cuối các trường đại học, cao đẳng về chuyên ngành công nghệ thông tin Khả năng tư duy lập trình tốt Khả năng học hỏi công nghệ mới tốt Hiểu và làm việc tốt với hướng đối tượng Sử dụng tốt các ngôn ngữ/nền tảng: Html, Js, css, Nodejs, python Kỹ năng làm việc nhóm Tinh thần học hỏi, không ngại khó","Được tham gia vào dự án thực tế của công ty
Được làm viêc trong môi trường chuyên nghiệp
Được xem xét tuyển dụng sau khi kết thúc thực tập","- Hồ Chí Minh: 75 đường Ngô Thị Bì, phường Tân Hưng, Quận 7","Thứ 2 - Thứ 6 (từ 08:00 đến 17:00)","2025-10-17","Thoả thuận","","VND","Html, css, python"
"Javascript","Technical Leader","https://www.topcv.vn/viec-lam/technical-leader/1830337.html?ta_source=ITJobs_LinkDetail","Hà Nội","5","- Quản lý team lập trình và chịu trách nhiệm về toàn bộ công việc của team lập trình.
- Giám sát, đánh giá chất lượng code, đảm bảo sản phẩm đáp ứng các tiêu chuẩn kỹ thuật.
- Hướng dẫn, chia sẻ kiến thức, giúp các thành viên trong nhóm nâng cao kỹ năng.
- Đưa ra các giải pháp cho các vấn đề kỹ thuật phức tạp phát sinh trong quá trình phát triển
- Tham gia code và hỗ trợ các thành viên trong team.
- Các công việc khác Ban lãnh đạo giao.","• Độ tuổi từ 32- 45 • Tốt nghiệp Cao đẳng, Đại học ngành Công nghệ thông tin hoặc các ngành tương đương; • Có ít nhất 5 năm kinh nghiệm ở vị trí tương đương; • Có kinh nghiệm làm việc với Spring cloud Framework, Java, Net Core, Gitlab, jQuery, Oracle, REST API, SOAP, Microservice, API Gateway, My SQL…. • Kinh nghiệm với thiết kế giao diện người dùng, cấu trúc cơ sở dữ liệu và phân tích thống kê; • Có kinh nghiệm nghiên cứu thiết kế phần mềm báo cáo được tổng hợp từ nhiều nguồn dữ liệu;","• Thu nhập: 30 – 40 triệu/tháng (deal theo năng lực);
• Thời gian làm việc: Thứ Hai – Thứ Sáu và 02 ngày thứ 7 trong tháng;
• Được làm việc với các doanh nghiệp, chính phủ, Ngân hàng ... ở nhiều lĩnh vực khác nhau;
• Môi trường làm việc thân thiện, năng động;
• Được tham gia bảo hiểm đầy đủ theo quy định của pháp luật;
• Du lịch/nghỉ mát cùng Công ty hàng năm;
• Thưởng các ngày Lễ, tết .... theo quy định của Công ty;
• Tham gia vai trò chính trong việc tư vấn, xây dựng dự án từ giai đoạn đầu tiên.","- Hà Nội: Lê Văn Lương, Cầu Giấy","Thứ 2 - Thứ 6 (từ 08:00 đến 17:30)
Và 02 thứ 7 trong tháng","2025-10-16","30 - 40 triệu","35000000","VND","•, Java, Microservice, SQL"
"Javascript","Mobile Developer","https://www.topcv.vn/viec-lam/mobile-developer-react-native/1876798.html?ta_source=ITJobs_LinkDetail","TP. Hồ Chí Minh","4","Develop and maintain user interface components with a strong focus on performance and scalability.
Transform design mockups into interactive and intuitive UI/UX across mobile devices.
Ensure seamless user experience and responsiveness across different devices and screen sizes.
Build mobile applications using React Native for both iOS and Android platforms.
Integrate with RESTful APIs and manage data efficiently.
Manage app deployment and updates on App Store and Google Play Store.
Collaborate with designers, backend developers, and other team members to deliver high-quality products.
Maintain and refactor existing components as needed.","English good Degree in Computer Science, Information Technology or a related field. 4 years of hands-on experience in mobile frontend development Strong hands-on experience with React Native. Proficiency in ReactJS and Redux; knowledge of VueJS, Angular, or AngularJS is a plus and can be transferable. Good understanding of HTML5, CSS3, and responsive design principles. Familiarity with RESTful APIs and integration practices. Experience working with mobile performance optimization and troubleshooting. Hands-on experience publishing and maintaining apps on Apple Store and Google Play.","13th month salary
1 day remote/week
Full support for PC/Laptop working equipment....
Paying insurance according to Vietnam's labor law (social insurance, health insurance, unemployment insurance)
12 days of leave/year and bonuses on other holidays of the year (1/1, 30/4-1/5; 2/9, 8/3, 20/10...), birthdays; Trade union expenses for visits on filial piety, joy and sickness occasions;
Parking allowances;
To be trained and cultivated not only professional knowledge and soft skills but also team management and project management skills through general internal training sessions organized by the Training Department or training sessions of their own departments;
Professional, young, dynamic working environment, many opportunities for promotion
A team of talented and experienced engineers and employees Work with major partners","- Hồ Chí Minh: 520 CMT8, Quận 3","Thứ 2 - Thứ 6 (từ 08:30 đến 17:30)","2025-10-16","50 - 60 triệu","55000000","VND","Angular, RESTful"
"Javascript","Frontend Developer","https://www.topcv.vn/viec-lam/frontend-developer/1876276.html?ta_source=ITJobs_LinkDetail","Hà Nội","1","Tham gia vào dự án web, mobile của Công ty;
Xây dựng các ứng dụng web-app, dashboard, tối ưu trải nghiệm người dùng;
Phối hợp với các thành viên trong dự án và hoàn thành các nhiệm vụ được giao;
Đọc hiểu thông số kỹ thuật, phân tích yêu cầu sản phẩm, thiết kế các tính năng của sản phẩm;
Thực hiện công việc khác theo sự phân công và báo cáo định kỳ cho Quản lý trực tiếp.","Có trên 1 năm kinh nghiệm làm WebApp (ReactJS); Có kiến thức về OOP, Data Structures, Algorithm, UI/UX; Nắm vững HTML5, CSS3, JS (ES6+), hiểu biết về TypeScript, Next.js, TailwindCSS, MUI/AntD, Restful API; Sử dụng thành thạo các công cụ quản lý Source Code Git; Tiếng Anh (toeic >600); Ưu tiên các bạn tham gia các dự án > 5 thành viên; Có thể làm được Mobile app sử dụng Flutter; Chủ động trong công việc, có tinh thần trách nhiệm cao; Có kỹ năng phân tích tình huống và xử lý vấn đề; Có tư duy độc lập, sáng tạo trong công việc, khả năng tự nghiên cứu tốt.","Mức lương cạnh tranh;
Tháng lương thứ 13+, thưởng hiệu quả công việc;
Các chế độ ngày phép, BHXH, BHYT, BHTN… theo quy định của pháp luật lao động hiện hành;
Môi trường làm việc năng động, nhiều thử thách và cơ hội thăng tiến;
Tham gia các hoạt động teambuilding.","- Hà Nội","Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)","2025-10-16","Thoả thuận","","VND","TypeScript, Next.js, Restful, Tiếng Anh"
"Javascript","Reactjs Developer","https://www.topcv.vn/viec-lam/reactjs-developer/1784848.html?ta_source=ITJobs_LinkDetail","Hà Nội","3","Phát triển, tối ưu hoá và bảo trì giao diện web/app sử dụng các công nghệ Frontend như Reactjs/Nextjs, Angular
Thiết kế và phát triển giao diện người dùng thân thiện, tối ưu trải nghiệm người dùng (UI/UX)
Tích hợp Frontend với RESTful API hoặc GraphQL từ backend
Xây dựng và tối ưu hiệu suất ứng dụng web, đảm bảo khả năng phản hồi tốt trên nhiều thiết bị
Phối hợp chặt chẽ với team Backend và Test để triển khai sản phẩm
Nghiên cứu, đề xuất công nghệ mới để nâng cao hiệu suất và trải nghiệm người dùng
Xây dựng, hoàn thiện các tài liệu kỹ thuật của dự án
Thực hiện các công việc phát sinh khác (nếu có) theo yêu cầu của Giám đốc dự án/Công ty.","Tốt nghiệp Đại học chính quy khối ngành CNTT Có tối thiểu 3 năm kinh nghiệm lập trình code Reactjs, ưu tiên có thêm kinh nghiệm với Framework Angular Có kiến thức về HTML, CSS (SCSS, Tailwind), Javascript, Typescript Hiểu biết về Websockets, GraphQL, Web Performance Optimization là lợi thế Có kinh nghiệm sử dụng các công cụ Git, Jira, Confluence Có kinh nghiệm làm việc với Docker, Kubernetes, CI/CD là điểm cộng Kỹ năng làm việc nhóm, giao tiếp tốt, có tư duy logic và giải quyết vấn đề Có tinh thần học hỏi, trách nhiệm và chủ động trong công việc","Mức thu nhập up 24M gross (thỏa thuận theo đánh giá năng lực và expect)
Trang phục thoải mái theo phong cách yêu thích của bạn
Chính sách bảo hiểm Bảo Việt cho nhân viên khi đi khám nội trú (áp dụng cho nhân viên có thâm niên từ 8 tháng trở lên)
Package 13 tháng lương + thưởng Lễ, Tết, sinh nhật cho nhân viên
Review lương hàng năm dựa trên kết quả, hiệu suất công việc
Khám sức khoẻ định kỳ hàng năm theo chế độ của công ty
Nghỉ mát, du xuân, du lịch, teambuiding do công ty tổ chức hàng năm
Relax với CLB của công ty: đá bóng, cầu lông
Lộ trình thăng tiến rõ ràng, nhiều cơ hội phát triển
Được tiếp cận với quy trình phát triển phần mềm và triển khai chuyên nghiệp
Môi trường làm việc cởi mở, năng động, khuyến khích trao đổi ý tưởng ở mọi cấp
Hưởng đầy đủ 12 ngày nghỉ phép/năm theo quy định của nhà nước
Được cấp đầy đủ trang thiết bị khi làm việc
Đồng nghiệp nice, siêu vui tính, siêu nhiệt tình
Chính sách cho người lao động tuân theo “Bộ luật lao động” tại Việt Nam.","- Hà Nội: Toà nhà Mỹ Đình Plaza, 138 Trần Bình, Nam Từ Liêm","Thứ 2 - Thứ 6 (từ 08:30 đến 18:00)","2025-10-31","Thoả thuận","","VND","Angular, HTML, CSS, Javascript, Typescript, GraphQL, Git, Docker, Kubernetes, CI/CD"
"Javascript","Frontend Developer","https://www.topcv.vn/viec-lam/frontend-developer/1875834.html?ta_source=ITJobs_LinkDetail","Hà Nội","2","Khách hàng chúng tôi đang tìm kiếm những nhân tài kiệt xuất tham gia đội ngũ – một startup công nghệ đột phá, tiên phong trong lĩnh vực Web3 tại Việt Nam. Đây không phải là một công ty mới chập chững, mà là một đội ngũ đã có kinh nghiệm dày dặn và thành tích ấn tượng.
Tại sao đây là cơ hội bạn không thể bỏ lỡ?
Được chứng minh về năng lực: Công ty đã xây dựng một dự án DeFi top đầu với doanh thu hơn $5 triệu và thu hút hơn 200.000 người dùng. Họ đã thành công huy động $10 triệu và được Binance Research công nhận. Điều này chứng tỏ sự bền vững và tiềm năng phát triển vượt bậc.
Tiên phong trong công nghệ: Bạn sẽ được làm việc trong một môi trường luôn đi đầu với các công nghệ mới nhất như AI Visibility, AI Search và những dự án đột phá tại giao điểm của meme coin, DeFi và đổi mới. Đây là nơi lý tưởng để bạn thử nghiệm, học hỏi và tạo ra những sản phẩm có tầm ảnh hưởng lớn.
Mức lương và phúc lợi cạnh tranh: Công ty cam kết mang đến thu nhập hấp dẫn, từ $600 - $1.500 tùy vị trí, cùng với thưởng dự án và lương tháng 13. Bạn sẽ được hưởng 100% lương thử việc và có lộ trình tăng lương rõ ràng dựa trên hiệu suất.
Văn hóa linh hoạt, đề cao sự phát triển: Môi trường startup cho phép bạn làm việc linh hoạt, năng động và được khuyến khích thể hiện cá tính, sự sáng tạo. Các nhà lãnh đạo giàu kinh nghiệm sẽ đồng hành, hỗ trợ bạn phát triển, cùng với các chương trình đào tạo nội bộ và hỗ trợ chi phí cho các khóa học bên ngoài.
Nếu bạn là người đam mê công nghệ, không ngại thử thách và muốn kiến tạo tương lai, đây chính là cơ hội dành cho bạn.
Trách nhiệm chính
Tham gia phát triển các dự án Web Application sử dụng NextJS.
Nghiên cứu, phát triển các ứng dụng liên quan đến Blockchain và công nghệ DApps.
Phối hợp với đội ngũ Backend Developer, Blockchain Developer để xây dựng tính năng và thử nghiệm sản phẩm.
Cập nhật và áp dụng các kỹ thuật, xu hướng mới trong lĩnh vực Blockchain và Crypto.","Tối thiểu 2 năm kinh nghiệm làm việc với ReactJS và NextJS. Thành thạo các ngôn ngữ và công nghệ: JavaScript, HTML, CSS, ES6, ES7, NextJS, ReactJS, và các thư viện State Management như Redux (hoặc tương đương). Có kinh nghiệm tích hợp và sử dụng các công cụ, framework AI vào quy trình phát triển sản phẩm. Kỹ năng viết mã sạch, tối ưu, sử dụng tốt các công cụ kiểm tra lỗi, static typing. Hiểu rõ nguyên lý hoạt động của ReactJS và các thành phần cốt lõi. Có kiến thức về Restful API và Responsive Design. Ưu tiên ứng viên có kinh nghiệm NestJS hoặc ExpressJS.","Thu nhập hấp dẫn: $600 - $1200 (tùy năng lực và kinh nghiệm) kèm thưởng dự án, lương tháng 13.
Tăng lương linh hoạt: Đánh giá hàng năm hoặc đột xuất theo hiệu quả công việc.
Phúc lợi đa dạng: Team building, du lịch công ty, các bữa tiệc và các chương trình hỗ trợ nhân sự khác.
Môi trường làm việc năng động: Khuyến khích đổi mới, sáng tạo, với đội ngũ hỗ trợ nhiệt tình, linh hoạt.
Các phúc lợi khác: Theo chính sách công ty.
Thời gian làm việc: Thứ Hai- Thứ Sáu ( 9h00-18h00)","- Hà Nội: Nguyễn Hoàng, Bắc Từ Liêm","Thứ 2 - Thứ 6 (từ 09:00 đến 18:00)","2025-10-15","600 - 1,200 USD","21600000","VND","JavaScript, HTML, CSS, AI, Restful, NestJS"
